InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
578935,22992,REVOLVER WOODEN RULER ,2,27-11-2011 12:52,1.95,15351.0,United Kingdom
560504,22331,WOODLAND PARTY BAG + STICKER SET,8,19-07-2011 11:47,1.65,13081.0,United Kingdom
580731,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,05-12-2011 17:36,2.95,17383.0,United Kingdom
580092,35970,ZINC FOLKART SLEIGH BELLS,12,01-12-2011 14:38,1.69,13969.0,United Kingdom
561926,22980,PANTRY SCRUBBING BRUSH,12,01-08-2011 12:48,1.65,12749.0,United Kingdom
578270,22138,BAKING SET 9 PIECE RETROSPOT ,6,23-11-2011 13:39,10.79,14096.0,United Kingdom
563580,21136,PAINTED METAL PEARS ASSORTED,8,17-08-2011 15:53,1.69,16706.0,United Kingdom
546569,23054,RECYCLED ACAPULCO MAT LAVENDER,2,15-03-2011 10:53,8.25,14016.0,EIRE
565431,47480,HANGING PHOTO CLIP ROPE LADDER,1,04-09-2011 13:15,1.65,14965.0,United Kingdom
581467,22754,SMALL RED BABUSHKA NOTEBOOK ,1,08-12-2011 19:24,0.21,13077.0,United Kingdom
572229,23301,GARDENERS KNEELING PAD KEEP CALM ,12,21-10-2011 14:23,1.65,14329.0,United Kingdom
562106,21033,JUMBO BAG CHARLIE AND LOLA TOYS,1,02-08-2011 15:19,2.08,14076.0,United Kingdom
576339,22676,FRENCH BLUE METAL DOOR SIGN 1,2,14-11-2011 15:27,2.46,14096.0,United Kingdom
539658,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,6,21-12-2010 09:34,2.95,17213.0,United Kingdom
554069,22526,WHEELBARROW FOR CHILDREN ,1,22-05-2011 10:57,12.75,15281.0,United Kingdom
558570,22208,WOOD STAMP SET THANK YOU,6,30-06-2011 14:38,0.83,17673.0,United Kingdom
575637,85152,HAND OVER THE CHOCOLATE   SIGN ,1,10-11-2011 13:46,2.1,16904.0,United Kingdom
554827,22356,CHARLOTTE BAG PINK POLKADOT,100,26-05-2011 15:19,0.72,14646.0,Netherlands
577029,22066,LOVE HEART TRINKET POT,8,17-11-2011 12:59,0.39,15563.0,United Kingdom
572344,M,Manual,48,24-10-2011 10:43,1.5,14607.0,United Kingdom
555884,84970S,HANGING HEART ZINC T-LIGHT HOLDER,48,07-06-2011 15:44,0.64,17389.0,United Kingdom
542397,22554,PLASTERS IN TIN WOODLAND ANIMALS,48,27-01-2011 15:22,1.65,13328.0,United Kingdom
573744,23571,TRADITIONAL NAUGHTS & CROSSES,12,01-11-2011 08:16,1.65,17733.0,United Kingdom
555124,22865,HAND WARMER OWL DESIGN,2,31-05-2011 15:26,2.1,18204.0,United Kingdom
544790,22077,6 RIBBONS RUSTIC CHARM,4,23-02-2011 12:27,1.65,16940.0,United Kingdom
544754,82581,TOILET METAL SIGN,12,23-02-2011 10:58,0.55,16394.0,United Kingdom
536796,22902,TOTE BAG I LOVE LONDON,1,02-12-2010 15:46,2.1,15574.0,United Kingdom
572023,23240,SET OF 4 KNICK KNACK TINS DOILY ,1,20-10-2011 11:03,4.15,17764.0,United Kingdom
544802,21716,BOYS VINTAGE TIN SEASIDE BUCKET,8,23-02-2011 13:57,2.55,13149.0,United Kingdom
557268,23177,TREASURE ISLAND BOOK BOX,2,19-06-2011 11:26,2.25,13097.0,United Kingdom
543306,20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,1,07-02-2011 11:56,1.65,16686.0,United Kingdom
544301,22178,VICTORIAN GLASS HANGING T-LIGHT,18,17-02-2011 12:59,1.25,14606.0,United Kingdom
561084,22468,BABUSHKA LIGHTS STRING OF 10,2,25-07-2011 08:50,6.75,14948.0,United Kingdom
570827,23241,TREASURE TIN GYMKHANA DESIGN,1,12-10-2011 13:14,2.08,15831.0,United Kingdom
548714,22424,ENAMEL BREAD BIN CREAM,1,03-04-2011 15:07,12.75,17337.0,United Kingdom
567675,23322,LARGE WHITE HEART OF WICKER,6,21-09-2011 15:54,2.95,15351.0,United Kingdom
544393,22902,TOTE BAG I LOVE LONDON,2,18-02-2011 11:56,2.1,16393.0,United Kingdom
572475,22099,CARAVAN SQUARE TISSUE BOX,1,24-10-2011 13:37,0.39,15271.0,United Kingdom
552822,23201,JUMBO BAG ALPHABET,10,11-05-2011 12:59,2.08,15521.0,United Kingdom
575726,20996,JAZZ HEARTS ADDRESS BOOK,6,10-11-2011 19:12,0.19,16791.0,United Kingdom
573414,22283,6 EGG HOUSE PAINTED WOOD,1,30-10-2011 16:15,7.95,16877.0,United Kingdom
553515,21165,BEWARE OF THE CAT METAL SIGN ,2,17-05-2011 14:03,1.69,17515.0,United Kingdom
559991,22424,ENAMEL BREAD BIN CREAM,1,14-07-2011 12:29,12.75,14527.0,United Kingdom
579145,20768,GREEN FERN JOURNAL ,36,28-11-2011 13:13,2.1,14597.0,United Kingdom
565067,16235,RECYCLED PENCIL WITH RABBIT ERASER,20,31-08-2011 17:16,0.21,15856.0,United Kingdom
549522,22522,CHILDS GARDEN FORK BLUE ,12,08-04-2011 15:34,0.85,16873.0,United Kingdom
558906,20727,LUNCH BAG  BLACK SKULL.,1,04-07-2011 16:35,1.65,15555.0,United Kingdom
568901,84879,ASSORTED COLOUR BIRD ORNAMENT,32,29-09-2011 13:22,1.69,15050.0,United Kingdom
577393,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,48,18-11-2011 17:06,3.75,14031.0,United Kingdom
573464,23381,PACK OF 12 VINTAGE LEAF TISSUES ,24,31-10-2011 10:56,0.39,15667.0,United Kingdom
548868,22961,JAM MAKING SET PRINTED,12,04-04-2011 14:28,1.45,13015.0,United Kingdom
537065,22728,ALARM CLOCK BAKELIKE PINK,4,05-12-2010 11:57,3.75,12567.0,France
546691,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,16-03-2011 10:45,2.55,15793.0,United Kingdom
566959,21812,GARLAND WITH HEARTS AND BELLS,2,15-09-2011 17:00,4.95,17530.0,United Kingdom
568327,22816,CARD MOTORBIKE SANTA,12,26-09-2011 14:02,0.42,15492.0,United Kingdom
545901,21033,JUMBO BAG CHARLIE AND LOLA TOYS,2,07-03-2011 17:52,2.95,15834.0,United Kingdom
570650,21818,GLITTER HEART DECORATION,10,11-10-2011 13:13,0.39,13263.0,United Kingdom
577482,23389,SPACEBOY MINI BACKPACK,2,20-11-2011 11:43,4.15,16762.0,United Kingdom
538901,84378,SET OF 3 HEART COOKIE CUTTERS,12,15-12-2010 09:58,1.25,17629.0,United Kingdom
568333,85066,CREAM SWEETHEART MINI CHEST,2,26-09-2011 14:48,12.75,15344.0,United Kingdom
564049,23123,COCKTAIL SWORDS 50 PIECES,50,22-08-2011 13:30,0.83,17585.0,United Kingdom
568531,23035,DRAWER KNOB CERAMIC IVORY,6,27-09-2011 13:49,1.45,16713.0,United Kingdom
541798,22494,EMERGENCY FIRST AID TIN ,1,21-01-2011 14:17,1.25,15311.0,United Kingdom
561037,22423,REGENCY CAKESTAND 3 TIER,2,24-07-2011 11:55,12.75,12472.0,Germany
539464,22667,RECIPE BOX RETROSPOT ,2,19-12-2010 11:35,2.95,17913.0,United Kingdom
549557,85099B,JUMBO BAG RED RETROSPOT,4,10-04-2011 12:59,2.08,14450.0,United Kingdom
546950,84519A,TOMATO CHARLIE+LOLA COASTER SET,2,18-03-2011 11:24,1.25,16511.0,United Kingdom
559202,21993,FLORAL FOLK STATIONERY SET,12,07-07-2011 10:40,1.25,13583.0,United Kingdom
548708,22041,"RECORD FRAME 7"" SINGLE SIZE ",5,03-04-2011 12:41,2.55,13269.0,United Kingdom
541139,22667,RECIPE BOX RETROSPOT ,6,14-01-2011 11:05,2.95,15213.0,United Kingdom
573344,21892,TRADITIONAL WOODEN CATCH CUP GAME ,2,30-10-2011 12:07,1.25,14179.0,United Kingdom
565732,22384,LUNCH BAG PINK POLKADOT,10,06-09-2011 12:10,1.65,17068.0,United Kingdom
569789,22112,CHOCOLATE HOT WATER BOTTLE,2,06-10-2011 11:41,4.95,16924.0,United Kingdom
567973,21407,BROWN CHECK CAT DOORSTOP ,3,23-09-2011 10:17,4.25,13994.0,United Kingdom
562928,22539,MINI JIGSAW DOLLY GIRL,3,10-08-2011 15:29,0.42,15494.0,United Kingdom
568671,23256,CHILDRENS CUTLERY SPACEBOY ,8,28-09-2011 13:13,4.15,13139.0,United Kingdom
555549,22384,LUNCH BAG PINK POLKADOT,10,05-06-2011 13:24,1.65,13637.0,United Kingdom
563189,22859,EASTER TIN BUNNY BOUQUET,6,12-08-2011 15:22,1.65,12682.0,France
550280,20725,LUNCH BAG RED RETROSPOT,10,15-04-2011 13:31,1.65,13048.0,United Kingdom
574883,22195,LARGE HEART MEASURING SPOONS,1,07-11-2011 13:56,1.65,14623.0,United Kingdom
552692,21754,HOME BUILDING BLOCK WORD,6,10-05-2011 15:19,5.95,13990.0,United Kingdom
563017,20979,36 PENCILS TUBE RED RETROSPOT,16,11-08-2011 12:48,1.25,13198.0,United Kingdom
570200,21733,RED HANGING HEART T-LIGHT HOLDER,5,07-10-2011 16:03,2.95,16918.0,United Kingdom
545043,84836,ZINC METAL HEART DECORATION,12,27-02-2011 11:05,1.25,16407.0,United Kingdom
563746,22384,LUNCH BAG PINK POLKADOT,10,19-08-2011 10:05,1.65,14745.0,United Kingdom
574956,23284,DOORMAT KEEP CALM AND COME IN,2,08-11-2011 09:54,8.25,16732.0,United Kingdom
568228,22077,6 RIBBONS RUSTIC CHARM,24,26-09-2011 11:02,1.95,15358.0,United Kingdom
556912,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,2,15-06-2011 13:26,0.83,15005.0,United Kingdom
570680,22725,ALARM CLOCK BAKELIKE CHOCOLATE,3,11-10-2011 15:36,3.75,13969.0,United Kingdom
576051,23245,SET OF 3 REGENCY CAKE TINS,4,13-11-2011 14:45,4.95,14911.0,EIRE
552364,22030,SWALLOWS GREETING CARD,12,09-05-2011 12:25,0.42,13004.0,United Kingdom
581334,22473,TV DINNER TRAY VINTAGE PAISLEY,1,08-12-2011 12:07,1.95,17841.0,United Kingdom
576857,22095,LADS ONLY TISSUE BOX,1,16-11-2011 15:52,0.39,12748.0,United Kingdom
565737,22865,HAND WARMER OWL DESIGN,3,06-09-2011 12:27,2.1,16400.0,United Kingdom
558888,23198,PANTRY MAGNETIC  SHOPPING LIST,3,04-07-2011 15:29,1.45,14056.0,United Kingdom
564850,35607B,BLACK FEATHER CHRISTMAS DECORATION,10,30-08-2011 16:43,0.19,17298.0,United Kingdom
559060,22083,PAPER CHAIN KIT RETROSPOT,24,06-07-2011 10:00,2.95,15738.0,United Kingdom
561861,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,24,31-07-2011 10:28,9.95,16839.0,United Kingdom
539268,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,16-12-2010 15:24,4.95,13534.0,United Kingdom
562166,21209,MULTICOLOUR HONEYCOMB FAN,12,03-08-2011 12:10,0.39,13209.0,United Kingdom
575117,17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,1,08-11-2011 14:22,0.85,12748.0,United Kingdom
581578,22555,PLASTERS IN TIN STRONGMAN,12,09-12-2011 12:16,1.65,12713.0,Germany
577609,23263,SET OF 3 WOODEN HEART DECORATIONS,12,21-11-2011 09:51,1.25,12349.0,Italy
542777,22132,RED LOVE HEART SHAPE CUP,12,01-02-2011 08:31,0.85,14911.0,EIRE
574532,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,8,04-11-2011 14:19,2.1,15676.0,United Kingdom
549129,22136,LOVE HEART SOCK HANGER,2,06-04-2011 14:53,1.65,17042.0,United Kingdom
545589,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,04-03-2011 10:21,2.95,17001.0,United Kingdom
548651,48129,DOORMAT TOPIARY,10,01-04-2011 13:33,6.75,14970.0,United Kingdom
561106,23076,ICE CREAM SUNDAE LIP GLOSS,24,25-07-2011 11:37,1.25,14246.0,United Kingdom
541244,21175,GIN + TONIC DIET METAL SIGN,1,16-01-2011 12:35,2.1,15535.0,United Kingdom
543309,22569,FELTCRAFT CUSHION BUTTERFLY,1,07-02-2011 12:05,3.75,18118.0,United Kingdom
552817,20727,LUNCH BAG  BLACK SKULL.,10,11-05-2011 12:47,1.65,13136.0,United Kingdom
566270,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,11-09-2011 13:40,4.25,16523.0,United Kingdom
566491,22025,RING OF ROSES BIRTHDAY CARD,12,13-09-2011 10:25,0.42,14060.0,United Kingdom
560876,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,18,21-07-2011 15:14,3.25,12626.0,Germany
554093,21468,BUTTERFLY CROCHET FOOD COVER,6,22-05-2011 12:49,3.75,14837.0,United Kingdom
566560,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,4,13-09-2011 12:09,1.65,17092.0,United Kingdom
550665,22432,WATERING CAN PINK BUNNY,6,20-04-2011 09:31,1.95,12530.0,Germany
548666,47343A,FUSCHIA FLOWER PURSE WITH BEADS,14,01-04-2011 14:58,1.49,13124.0,United Kingdom
562540,22314,OFFICE MUG WARMER CHOC+BLUE,1,05-08-2011 15:38,2.95,17400.0,United Kingdom
553922,84212,"ASSORTED FLOWER COLOUR ""LEIS""",48,20-05-2011 09:24,0.65,17926.0,United Kingdom
577938,22493,PAINT YOUR OWN CANVAS SET,8,22-11-2011 12:07,1.65,15525.0,United Kingdom
543273,47420,ASSORTED COLOUR SUCTION CUP HOOK,1,06-02-2011 11:29,0.19,16456.0,United Kingdom
577535,21411,GINGHAM HEART  DOORSTOP RED,1,20-11-2011 14:07,4.25,14071.0,United Kingdom
574657,20719,WOODLAND CHARLOTTE BAG,1,06-11-2011 11:43,0.85,13772.0,United Kingdom
557442,22714,CARD BIRTHDAY COWBOY,24,20-06-2011 12:53,0.42,14808.0,United Kingdom
539725,84946,ANTIQUE SILVER TEA GLASS ETCHED,6,21-12-2010 13:58,1.25,17211.0,United Kingdom
571547,23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,24,18-10-2011 07:43,2.49,17679.0,United Kingdom
572103,23500,KEY RING BASEBALL BOOT ASSORTED ,1,20-10-2011 15:57,1.25,17571.0,United Kingdom
557618,15058A,BLUE POLKADOT GARDEN PARASOL,10,21-06-2011 13:38,6.75,14960.0,United Kingdom
559307,22659,LUNCH BOX I LOVE LONDON,3,07-07-2011 13:02,1.95,15356.0,United Kingdom
576339,22083,PAPER CHAIN KIT RETROSPOT,1,14-11-2011 15:27,5.79,14096.0,United Kingdom
566019,22840,ROUND CAKE TIN VINTAGE RED,1,08-09-2011 12:44,7.95,17243.0,United Kingdom
581437,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,12,08-12-2011 16:22,0.79,14621.0,United Kingdom
573380,23082,SET 6 PAPER TABLE LANTERN HEARTS ,1,30-10-2011 14:04,3.75,14572.0,United Kingdom
566605,23186,FRENCH STYLE STORAGE JAR CAFE ,6,13-09-2011 16:27,0.29,13263.0,United Kingdom
569823,23539,WALL ART LOVES' SECRET ,1,06-10-2011 12:15,5.95,16895.0,United Kingdom
568185,21328,BALLOONS  WRITING SET ,1,25-09-2011 14:08,1.65,16594.0,United Kingdom
566726,21817,GLITTER CHRISTMAS TREE,3,14-09-2011 13:12,0.85,15021.0,United Kingdom
574506,23583,LUNCH BAG PAISLEY PARK  ,1,04-11-2011 13:24,1.65,12577.0,France
570118,72741,GRAND CHOCOLATECANDLE,9,07-10-2011 12:44,1.45,13276.0,United Kingdom
570292,23544,WALL ART MID CENTURY MODERN ,2,10-10-2011 11:59,8.25,13418.0,United Kingdom
571178,23177,TREASURE ISLAND BOOK BOX,1,14-10-2011 10:38,2.25,14089.0,United Kingdom
554976,23138,SINGLE WIRE HOOK IVORY HEART,12,29-05-2011 10:57,1.45,15046.0,United Kingdom
578719,21619,4 VANILLA BOTANICAL CANDLES,1,25-11-2011 11:25,1.25,17348.0,United Kingdom
546108,22616,PACK OF 12 LONDON TISSUES ,12,09-03-2011 12:35,0.29,15529.0,United Kingdom
537743,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,08-12-2010 11:02,1.25,17706.0,United Kingdom
570127,21844,RED RETROSPOT MUG,4,07-10-2011 13:17,2.95,16900.0,United Kingdom
559017,22689,DOORMAT MERRY CHRISTMAS RED ,1,05-07-2011 13:06,7.95,14034.0,United Kingdom
574733,23451,SQUARE MINI PORTRAIT FRAME,12,06-11-2011 15:17,1.95,17082.0,United Kingdom
537238,22444,GROW YOUR OWN PLANT IN A CAN ,24,06-12-2010 10:03,1.25,16161.0,United Kingdom
551192,22485,SET OF 2 WOODEN MARKET CRATES,2,27-04-2011 10:54,12.75,16188.0,United Kingdom
547568,21035,SET/2 RED RETROSPOT TEA TOWELS ,6,24-03-2011 09:50,3.25,13341.0,United Kingdom
561528,23049,RECYCLED ACAPULCO MAT RED,2,28-07-2011 08:55,8.25,13098.0,United Kingdom
556201,23171,REGENCY TEA PLATE GREEN ,12,09-06-2011 13:01,1.65,12347.0,Iceland
567304,82600,NO SINGING METAL SIGN,1,19-09-2011 13:27,2.1,14704.0,United Kingdom
570247,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,10-10-2011 08:23,7.08,15193.0,United Kingdom
546378,22690,DOORMAT HOME SWEET HOME BLUE ,2,11-03-2011 12:17,7.95,14329.0,United Kingdom
536464,22809,SET OF 6 T-LIGHTS SANTA,1,01-12-2010 12:23,2.95,17968.0,United Kingdom
577157,22331,WOODLAND PARTY BAG + STICKER SET,16,18-11-2011 09:58,1.65,12451.0,Switzerland
570232,21524,DOORMAT SPOTTY HOME SWEET HOME,2,09-10-2011 13:58,8.25,14040.0,United Kingdom
551292,23077,DOUGHNUT LIP GLOSS ,60,27-04-2011 14:27,1.04,14298.0,United Kingdom
554964,72802C,VANILLA SCENT CANDLE JEWELLED BOX,4,27-05-2011 15:57,4.25,15867.0,United Kingdom
559027,22915,ASSORTED BOTTLE TOP  MAGNETS ,36,05-07-2011 14:24,0.42,17046.0,United Kingdom
574314,23541,WALL ART CLASSIC PUDDINGS ,2,03-11-2011 17:48,8.25,13500.0,United Kingdom
554644,22663,JUMBO BAG DOLLY GIRL DESIGN,3,25-05-2011 12:34,2.08,15311.0,United Kingdom
552282,20971,PINK BLUE FELT CRAFT TRINKET BOX,4,08-05-2011 12:44,1.25,14040.0,United Kingdom
573319,23570,TRADITIONAL PICK UP STICKS GAME ,12,30-10-2011 10:18,1.25,17651.0,United Kingdom
557577,21669,BLUE STRIPE CERAMIC DRAWER KNOB,1,21-06-2011 11:02,1.25,14606.0,United Kingdom
575942,23445,ICE CREAM BUBBLES,20,13-11-2011 11:44,0.83,15599.0,United Kingdom
574699,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,06-11-2011 13:53,2.95,13040.0,United Kingdom
541855,22028,PENNY FARTHING BIRTHDAY CARD,12,23-01-2011 14:59,0.42,13742.0,United Kingdom
567197,22667,RECIPE BOX RETROSPOT ,6,19-09-2011 10:10,2.95,14934.0,Channel Islands
572103,23553,LANDMARK FRAME CAMDEN TOWN ,1,20-10-2011 15:57,12.5,17571.0,United Kingdom
540015,22961,JAM MAKING SET PRINTED,12,04-01-2011 11:40,1.45,13319.0,United Kingdom
581180,21064,BOOM BOX SPEAKER BOYS,24,07-12-2011 15:52,1.25,12347.0,Iceland
555488,22382,LUNCH BAG SPACEBOY DESIGN ,1,03-06-2011 13:43,1.65,16942.0,United Kingdom
568165,22457,NATURAL SLATE HEART CHALKBOARD ,12,25-09-2011 12:42,2.95,17131.0,United Kingdom
571224,22418,10 COLOUR SPACEBOY PEN,24,14-10-2011 13:41,0.85,13136.0,United Kingdom
562376,23109,PACK OF SIX LED TEA LIGHTS,6,04-08-2011 15:04,2.89,15254.0,United Kingdom
573392,22781,GUMBALL MAGAZINE RACK,2,30-10-2011 15:04,7.65,15376.0,United Kingdom
557951,23199,JUMBO BAG APPLES,10,23-06-2011 17:53,2.08,14825.0,United Kingdom
556039,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,08-06-2011 12:40,3.25,13001.0,United Kingdom
557528,23306,SET OF 36 DOILIES PANTRY DESIGN,12,21-06-2011 09:49,1.45,17159.0,United Kingdom
576191,22629,SPACEBOY LUNCH BOX ,2,14-11-2011 11:54,1.95,17377.0,United Kingdom
546252,22384,LUNCH BAG PINK POLKADOT,10,10-03-2011 14:42,1.65,14930.0,Channel Islands
547362,85230A,OPIUM SCENTED VOTIVE CANDLE,144,22-03-2011 12:33,0.21,13694.0,United Kingdom
546552,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,15-03-2011 08:18,1.25,13082.0,United Kingdom
536856,22798,ANTIQUE GLASS DRESSING TABLE POT,8,03-12-2010 10:26,2.95,13370.0,United Kingdom
572667,84978,HANGING HEART JAR T-LIGHT HOLDER,12,25-10-2011 13:05,1.25,15963.0,United Kingdom
572872,22090,PAPER BUNTING RETROSPOT,2,26-10-2011 13:27,2.95,15320.0,United Kingdom
560883,85130B,BEADED CRYSTAL HEART GREEN LARGE,72,21-07-2011 16:10,0.79,13694.0,United Kingdom
564718,21818,GLITTER HEART DECORATION,8,28-08-2011 11:25,0.85,13301.0,United Kingdom
552969,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,12-05-2011 13:37,2.95,14021.0,United Kingdom
577554,84378,SET OF 3 HEART COOKIE CUTTERS,1,20-11-2011 15:35,1.45,15533.0,United Kingdom
555110,21927,BLUE/CREAM STRIPE CUSHION COVER ,4,31-05-2011 14:34,1.25,17841.0,United Kingdom
545701,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,8,06-03-2011 15:17,1.45,17107.0,United Kingdom
569371,21116,OWL DOORSTOP,1,03-10-2011 15:52,4.95,14651.0,United Kingdom
539760,20829,GLITTER HANGING BUTTERFLY STRING,6,21-12-2010 17:16,2.1,17400.0,United Kingdom
546862,21260,FIRST AID TIN,6,17-03-2011 15:34,3.25,16216.0,United Kingdom
561519,22489,PACK OF 12 TRADITIONAL CRAYONS,1,27-07-2011 17:01,0.42,17870.0,United Kingdom
560239,22442,GROW YOUR OWN FLOWERS SET OF 3,2,17-07-2011 11:50,7.95,13507.0,United Kingdom
