CustomerID,Country
12631.0,Finland
12633.0,Germany
12635.0,Germany
12637.0,France
12638.0,Sweden
12640.0,France
12642.0,Germany
12643.0,France
12644.0,Germany
12645.0,Germany
12646.0,USA
12647.0,Germany
12648.0,Germany
12650.0,France
12652.0,France
12653.0,Israel
12656.0,France
12658.0,Germany
12660.0,France
12662.0,Germany
12664.0,Finland
12668.0,Germany
12669.0,France
12672.0,France
12674.0,France
12676.0,Sweden
12678.0,France
12679.0,France
12680.0,France
12681.0,France
12682.0,France
12683.0,France
12685.0,France
12688.0,Israel
12690.0,France
12693.0,Germany
12695.0,France
12700.0,France
12701.0,Germany
12702.0,Germany
12704.0,Finland
12705.0,Germany
12708.0,Germany
12709.0,Germany
12710.0,Germany
12712.0,Germany
12713.0,Germany
12714.0,France
12716.0,France
12717.0,Greece
12720.0,Germany
12721.0,France
12722.0,France
12723.0,France
12724.0,France
12725.0,Italy
12726.0,France
12727.0,France
12728.0,France
12731.0,France
12739.0,United Arab Emirates
12740.0,France
12743.0,Unspecified
12744.0,Singapore
12747.0,United Kingdom
12748.0,United Kingdom
12749.0,United Kingdom
12752.0,Norway
12753.0,Japan
12757.0,Portugal
12758.0,Portugal
12759.0,Netherlands
12764.0,Lebanon
12766.0,Portugal
12772.0,Portugal
12775.0,Netherlands
12779.0,Poland
12782.0,Portugal
12783.0,Portugal
12792.0,Portugal
12793.0,Portugal
12794.0,Portugal
12795.0,Portugal
12797.0,Portugal
12802.0,Netherlands
12808.0,Portugal
12809.0,Portugal
12814.0,Poland
12816.0,Poland
12818.0,Austria
12820.0,United Kingdom
12822.0,United Kingdom
12826.0,United Kingdom
12828.0,United Kingdom
12834.0,United Kingdom
12836.0,United Kingdom
12838.0,United Kingdom
12839.0,United Kingdom
12840.0,United Kingdom
12841.0,United Kingdom
12843.0,United Kingdom
12844.0,United Kingdom
12847.0,United Kingdom
12851.0,United Kingdom
12853.0,United Kingdom
12854.0,United Kingdom
12856.0,United Kingdom
12857.0,United Kingdom
12863.0,United Kingdom
12865.0,Austria
12867.0,United Kingdom
12868.0,United Kingdom
12872.0,United Kingdom
12876.0,Belgium
12877.0,United Kingdom
12878.0,United Kingdom
12883.0,United Kingdom
12885.0,United Kingdom
12886.0,United Kingdom
12890.0,United Kingdom
12893.0,United Kingdom
12897.0,United Kingdom
12901.0,United Kingdom
12902.0,United Kingdom
12904.0,United Kingdom
12906.0,United Kingdom
12909.0,United Kingdom
12913.0,United Kingdom
12915.0,United Kingdom
12919.0,United Kingdom
12921.0,United Kingdom
12923.0,United Kingdom
12925.0,United Kingdom
12928.0,United Kingdom
12930.0,United Kingdom
12931.0,United Kingdom
12933.0,United Kingdom
12935.0,United Kingdom
12936.0,United Kingdom
12937.0,United Kingdom
12939.0,United Kingdom
12940.0,United Kingdom
12942.0,United Kingdom
12945.0,United Kingdom
12947.0,United Kingdom
12948.0,United Kingdom
12949.0,United Kingdom
12951.0,United Kingdom
12952.0,United Kingdom
12953.0,United Kingdom
12955.0,United Kingdom
12957.0,United Kingdom
12963.0,United Kingdom
12965.0,United Kingdom
12970.0,United Kingdom
12971.0,United Kingdom
12976.0,United Kingdom
12977.0,United Kingdom
12981.0,United Kingdom
12988.0,United Kingdom
12989.0,United Kingdom
12994.0,United Kingdom
12997.0,United Kingdom
12999.0,United Kingdom
13000.0,United Kingdom
13001.0,United Kingdom
13004.0,United Kingdom
13005.0,United Kingdom
13012.0,United Kingdom
13013.0,United Kingdom
13014.0,United Kingdom
13015.0,United Kingdom
13016.0,United Kingdom
13018.0,United Kingdom
13021.0,United Kingdom
13028.0,United Kingdom
13029.0,United Kingdom
13030.0,United Kingdom
13032.0,United Kingdom
13035.0,United Kingdom
13040.0,United Kingdom
13043.0,United Kingdom
13045.0,United Kingdom
13047.0,United Kingdom
13048.0,United Kingdom
13050.0,United Kingdom
13055.0,United Kingdom
13061.0,United Kingdom
13062.0,United Kingdom
13064.0,United Kingdom
13065.0,United Kingdom
13067.0,United Kingdom
13069.0,United Kingdom
13077.0,United Kingdom
13078.0,United Kingdom
13079.0,United Kingdom
13081.0,United Kingdom
13082.0,United Kingdom
13083.0,United Kingdom
13089.0,United Kingdom
13092.0,United Kingdom
13093.0,United Kingdom
13097.0,United Kingdom
13098.0,United Kingdom
13102.0,United Kingdom
13103.0,United Kingdom
13109.0,United Kingdom
13110.0,United Kingdom
13113.0,United Kingdom
13115.0,United Kingdom
13117.0,United Kingdom
13118.0,United Kingdom
13121.0,United Kingdom
13122.0,United Kingdom
13124.0,United Kingdom
13126.0,United Kingdom
13127.0,United Kingdom
13131.0,United Kingdom
13134.0,United Kingdom
13136.0,United Kingdom
13137.0,United Kingdom
13138.0,United Kingdom
13139.0,United Kingdom
13141.0,United Kingdom
13146.0,United Kingdom
13148.0,United Kingdom
13149.0,United Kingdom
13151.0,United Kingdom
13153.0,United Kingdom
13155.0,United Kingdom
13157.0,United Kingdom
13158.0,United Kingdom
13159.0,United Kingdom
13162.0,United Kingdom
13165.0,United Kingdom
13167.0,United Kingdom
13168.0,United Kingdom
13169.0,United Kingdom
13170.0,United Kingdom
13171.0,United Kingdom
13174.0,United Kingdom
13176.0,United Kingdom
13177.0,United Kingdom
13178.0,United Kingdom
13184.0,United Kingdom
13186.0,United Kingdom
13187.0,United Kingdom
13189.0,United Kingdom
13192.0,United Kingdom
13196.0,United Kingdom
13198.0,United Kingdom
13199.0,United Kingdom
13203.0,United Kingdom
13208.0,United Kingdom
13209.0,United Kingdom
13212.0,United Kingdom
13213.0,United Kingdom
13217.0,United Kingdom
13218.0,United Kingdom
13220.0,United Kingdom
13221.0,United Kingdom
13224.0,United Kingdom
13230.0,United Kingdom
13232.0,United Kingdom
13233.0,United Kingdom
13235.0,United Kingdom
13240.0,United Kingdom
13242.0,United Kingdom
13244.0,United Kingdom
13246.0,United Kingdom
13253.0,United Kingdom
13255.0,United Kingdom
13259.0,United Kingdom
13261.0,United Kingdom
13263.0,United Kingdom
13265.0,United Kingdom
13266.0,United Kingdom
13267.0,United Kingdom
13268.0,United Kingdom
13269.0,United Kingdom
13271.0,United Kingdom
13272.0,United Kingdom
13276.0,United Kingdom
13277.0,United Kingdom
13278.0,United Kingdom
13280.0,United Kingdom
13284.0,United Kingdom
13285.0,United Kingdom
13291.0,United Kingdom
13292.0,United Kingdom
13294.0,United Kingdom
13295.0,United Kingdom
13301.0,United Kingdom
13308.0,United Kingdom
13309.0,United Kingdom
13310.0,United Kingdom
13313.0,United Kingdom
13314.0,United Kingdom
13317.0,United Kingdom
13319.0,United Kingdom
13320.0,United Kingdom
13327.0,United Kingdom
13328.0,United Kingdom
13330.0,United Kingdom
13332.0,United Kingdom
13334.0,United Kingdom
13336.0,United Kingdom
13339.0,United Kingdom
13340.0,United Kingdom
13341.0,United Kingdom
13344.0,United Kingdom
13345.0,United Kingdom
13349.0,United Kingdom
13350.0,United Kingdom
13352.0,United Kingdom
13354.0,United Kingdom
13357.0,United Kingdom
13358.0,United Kingdom
13362.0,United Kingdom
13363.0,United Kingdom
13365.0,United Kingdom
13366.0,United Kingdom
13368.0,United Kingdom
13370.0,United Kingdom
13373.0,United Kingdom
13375.0,United Kingdom
13376.0,United Kingdom
13379.0,United Kingdom
13381.0,United Kingdom
13384.0,United Kingdom
13388.0,United Kingdom
13394.0,United Kingdom
13395.0,United Kingdom
13396.0,United Kingdom
13398.0,United Kingdom
13402.0,United Kingdom
13405.0,United Kingdom
13408.0,United Kingdom
13411.0,United Kingdom
13416.0,United Kingdom
13418.0,United Kingdom
13419.0,United Kingdom
13421.0,United Kingdom
13422.0,United Kingdom
13425.0,United Kingdom
13426.0,United Kingdom
13428.0,United Kingdom
13429.0,United Kingdom
13431.0,United Kingdom
13435.0,United Kingdom
13437.0,United Kingdom
13439.0,United Kingdom
13441.0,United Kingdom
13448.0,United Kingdom
13449.0,United Kingdom
13450.0,United Kingdom
13451.0,United Kingdom
13456.0,United Kingdom
13458.0,United Kingdom
13461.0,United Kingdom
13466.0,United Kingdom
13467.0,United Kingdom
13468.0,United Kingdom
13471.0,United Kingdom
13473.0,United Kingdom
13474.0,United Kingdom
13475.0,United Kingdom
13476.0,United Kingdom
13479.0,United Kingdom
13481.0,United Kingdom
13487.0,United Kingdom
13488.0,United Kingdom
13491.0,United Kingdom
13495.0,United Kingdom
13499.0,United Kingdom
13500.0,United Kingdom
13501.0,Switzerland
13502.0,United Kingdom
13503.0,United Kingdom
13505.0,Switzerland
13507.0,United Kingdom
13509.0,United Kingdom
13510.0,United Kingdom
13512.0,United Kingdom
13515.0,United Kingdom
13516.0,United Kingdom
13517.0,United Kingdom
13520.0,Switzerland
13521.0,United Kingdom
13523.0,United Kingdom
13527.0,United Kingdom
13531.0,United Kingdom
13532.0,United Kingdom
13533.0,United Kingdom
13534.0,United Kingdom
13536.0,United Kingdom
13539.0,United Kingdom
13544.0,United Kingdom
13546.0,United Kingdom
13548.0,United Kingdom
13552.0,United Kingdom
13555.0,United Kingdom
13557.0,United Kingdom
13558.0,United Kingdom
13560.0,United Kingdom
13562.0,United Kingdom
13563.0,United Kingdom
13564.0,United Kingdom
13566.0,United Kingdom
13568.0,United Kingdom
13569.0,United Kingdom
13571.0,United Kingdom
13576.0,United Kingdom
13577.0,United Kingdom
13579.0,United Kingdom
13583.0,United Kingdom
13584.0,United Kingdom
13588.0,United Kingdom
13590.0,United Kingdom
13593.0,United Kingdom
13596.0,United Kingdom
13599.0,United Kingdom
13601.0,United Kingdom
13607.0,United Kingdom
13610.0,United Kingdom
13611.0,United Kingdom
13614.0,United Kingdom
13617.0,United Kingdom
13618.0,United Kingdom
13627.0,United Kingdom
13629.0,United Kingdom
13631.0,United Kingdom
13632.0,United Kingdom
13634.0,United Kingdom
13635.0,United Kingdom
13636.0,United Kingdom
13637.0,United Kingdom
13639.0,United Kingdom
13642.0,United Kingdom
13643.0,United Kingdom
13644.0,United Kingdom
13650.0,United Kingdom
13652.0,United Kingdom
13654.0,United Kingdom
13655.0,United Kingdom
13658.0,United Kingdom
13659.0,United Kingdom
13662.0,United Kingdom
13666.0,United Kingdom
13667.0,United Kingdom
13668.0,United Kingdom
13670.0,United Kingdom
13673.0,United Kingdom
13680.0,United Kingdom
13681.0,United Kingdom
13684.0,United Kingdom
13685.0,United Kingdom
13692.0,United Kingdom
13694.0,United Kingdom
13695.0,United Kingdom
13699.0,United Kingdom
13700.0,United Kingdom
13704.0,United Kingdom
13705.0,United Kingdom
13707.0,United Kingdom
13708.0,United Kingdom
13709.0,United Kingdom
13710.0,United Kingdom
13715.0,United Kingdom
13716.0,United Kingdom
13717.0,United Kingdom
13719.0,United Kingdom
13720.0,United Kingdom
13722.0,United Kingdom
13723.0,United Kingdom
13725.0,United Kingdom
13726.0,United Kingdom
13728.0,United Kingdom
13730.0,United Kingdom
13731.0,United Kingdom
13732.0,United Kingdom
13735.0,United Kingdom
13736.0,United Kingdom
13737.0,United Kingdom
13740.0,United Kingdom
13741.0,United Kingdom
13742.0,United Kingdom
13743.0,United Kingdom
13750.0,United Kingdom
13752.0,United Kingdom
13755.0,United Kingdom
13756.0,United Kingdom
13758.0,United Kingdom
13760.0,United Kingdom
13761.0,United Kingdom
13764.0,United Kingdom
13767.0,United Kingdom
13769.0,United Kingdom
13771.0,United Kingdom
13772.0,United Kingdom
13777.0,United Kingdom
13780.0,United Kingdom
13782.0,United Kingdom
13787.0,United Kingdom
13790.0,United Kingdom
13798.0,United Kingdom
13799.0,United Kingdom
13800.0,United Kingdom
13802.0,United Kingdom
13804.0,United Kingdom
13807.0,United Kingdom
13808.0,United Kingdom
13810.0,Germany
13812.0,Germany
13813.0,Germany
13815.0,Germany
13816.0,Germany
13821.0,United Kingdom
13822.0,United Kingdom
13823.0,United Kingdom
13824.0,United Kingdom
13827.0,United Kingdom
13831.0,United Kingdom
13833.0,United Kingdom
13835.0,United Kingdom
13838.0,United Kingdom
13842.0,United Kingdom
13844.0,United Kingdom
13848.0,United Kingdom
13849.0,United Kingdom
13851.0,United Kingdom
13853.0,United Kingdom
13854.0,United Kingdom
13862.0,United Kingdom
13863.0,United Kingdom
13865.0,United Kingdom
13867.0,United Kingdom
13869.0,United Kingdom
13871.0,United Kingdom
13873.0,United Kingdom
13875.0,United Kingdom
13878.0,United Kingdom
13880.0,United Kingdom
13881.0,United Kingdom
13882.0,United Kingdom
13883.0,United Kingdom
13884.0,United Kingdom
13886.0,United Kingdom
13887.0,United Kingdom
13888.0,United Kingdom
13890.0,United Kingdom
13894.0,United Kingdom
13895.0,United Kingdom
13898.0,United Kingdom
13899.0,United Kingdom
13900.0,United Kingdom
13901.0,United Kingdom
13904.0,United Kingdom
13908.0,United Kingdom
13911.0,United Kingdom
13914.0,United Kingdom
13917.0,United Kingdom
13918.0,United Kingdom
13919.0,Denmark
13924.0,United Kingdom
13930.0,United Kingdom
13936.0,United Kingdom
13938.0,United Kingdom
13939.0,United Kingdom
13940.0,United Kingdom
13941.0,United Kingdom
13947.0,United Kingdom
13949.0,United Kingdom
13951.0,United Kingdom
13953.0,United Kingdom
13956.0,United Kingdom
13959.0,United Kingdom
13960.0,United Kingdom
13963.0,United Kingdom
13969.0,United Kingdom
13971.0,United Kingdom
13975.0,United Kingdom
13976.0,United Kingdom
13978.0,United Kingdom
13979.0,United Kingdom
13982.0,United Kingdom
13983.0,United Kingdom
13985.0,United Kingdom
13988.0,United Kingdom
13989.0,United Kingdom
13990.0,United Kingdom
13991.0,United Kingdom
13993.0,United Kingdom
13994.0,United Kingdom
13999.0,United Kingdom
14000.0,United Kingdom
14002.0,United Kingdom
14004.0,United Kingdom
14005.0,United Kingdom
14013.0,United Kingdom
14014.0,United Kingdom
14016.0,EIRE
14019.0,United Kingdom
14020.0,United Kingdom
14021.0,United Kingdom
14023.0,United Kingdom
14024.0,United Kingdom
14030.0,United Kingdom
14031.0,United Kingdom
14032.0,United Kingdom
14034.0,United Kingdom
14037.0,United Kingdom
14038.0,United Kingdom
14039.0,United Kingdom
14040.0,United Kingdom
14044.0,United Kingdom
14048.0,United Kingdom
14049.0,United Kingdom
14050.0,United Kingdom
14051.0,United Kingdom
14052.0,United Kingdom
14053.0,United Kingdom
14056.0,United Kingdom
14057.0,United Kingdom
14059.0,United Kingdom
14060.0,United Kingdom
14062.0,United Kingdom
14064.0,United Kingdom
14067.0,United Kingdom
14071.0,United Kingdom
14075.0,United Kingdom
14076.0,United Kingdom
14079.0,United Kingdom
14081.0,United Kingdom
14083.0,United Kingdom
14085.0,United Kingdom
14087.0,United Kingdom
14088.0,United Kingdom
14089.0,United Kingdom
14092.0,United Kingdom
14093.0,United Kingdom
14096.0,United Kingdom
14098.0,United Kingdom
14099.0,United Kingdom
14100.0,United Kingdom
14102.0,United Kingdom
14104.0,United Kingdom
14105.0,United Kingdom
14107.0,United Kingdom
14108.0,United Kingdom
14110.0,United Kingdom
14112.0,United Kingdom
14116.0,United Kingdom
14121.0,United Kingdom
14125.0,United Kingdom
14127.0,United Kingdom
14128.0,United Kingdom
14129.0,United Kingdom
14132.0,United Kingdom
14135.0,United Kingdom
14139.0,United Kingdom
14140.0,United Kingdom
14141.0,United Kingdom
14142.0,United Kingdom
14146.0,United Kingdom
14152.0,United Kingdom
14156.0,EIRE
14157.0,United Kingdom
14158.0,United Kingdom
14159.0,United Kingdom
14161.0,United Kingdom
14171.0,United Kingdom
14174.0,United Kingdom
14175.0,United Kingdom
14176.0,United Kingdom
14178.0,United Kingdom
14179.0,United Kingdom
14180.0,United Kingdom
14188.0,United Kingdom
14189.0,United Kingdom
14191.0,United Kingdom
14193.0,United Kingdom
14194.0,United Kingdom
14198.0,United Kingdom
14201.0,United Kingdom
14205.0,United Kingdom
14206.0,United Kingdom
14209.0,United Kingdom
14210.0,United Kingdom
14211.0,United Kingdom
14215.0,United Kingdom
14216.0,United Kingdom
14217.0,United Kingdom
14218.0,United Kingdom
14221.0,United Kingdom
14223.0,United Kingdom
14224.0,United Kingdom
14226.0,United Kingdom
14227.0,United Kingdom
14229.0,United Kingdom
14231.0,United Kingdom
14232.0,United Kingdom
14233.0,United Kingdom
14234.0,United Kingdom
14235.0,United Kingdom
14237.0,United Kingdom
14239.0,United Kingdom
14240.0,United Kingdom
14241.0,United Kingdom
14243.0,United Kingdom
14246.0,United Kingdom
14250.0,United Kingdom
14251.0,United Kingdom
14258.0,United Kingdom
14261.0,United Kingdom
14262.0,United Kingdom
14265.0,Unspecified
14267.0,United Kingdom
14270.0,United Kingdom
14271.0,United Kingdom
14272.0,United Kingdom
14273.0,United Kingdom
14276.0,United Kingdom
14277.0,France
14282.0,United Kingdom
14284.0,United Kingdom
14286.0,United Kingdom
14289.0,United Kingdom
14291.0,United Kingdom
14292.0,United Kingdom
14293.0,United Kingdom
14298.0,United Kingdom
14299.0,United Kingdom
14305.0,United Kingdom
14307.0,United Kingdom
14312.0,United Kingdom
14315.0,United Kingdom
14317.0,United Kingdom
14320.0,United Kingdom
14321.0,United Kingdom
14323.0,United Kingdom
14329.0,United Kingdom
14331.0,United Kingdom
14334.0,United Kingdom
14336.0,United Kingdom
14341.0,United Kingdom
14344.0,United Kingdom
14346.0,United Kingdom
14348.0,United Kingdom
14350.0,United Kingdom
14356.0,United Kingdom
14357.0,United Kingdom
14359.0,United Kingdom
14362.0,United Kingdom
14364.0,United Kingdom
14367.0,United Kingdom
14375.0,United Kingdom
14381.0,United Kingdom
14382.0,United Kingdom
14383.0,United Kingdom
14387.0,United Kingdom
14388.0,United Kingdom
14390.0,United Kingdom
14395.0,United Kingdom
14396.0,United Kingdom
14397.0,United Kingdom
14400.0,United Kingdom
14401.0,United Kingdom
14404.0,United Kingdom
14406.0,United Kingdom
14407.0,United Kingdom
14408.0,United Kingdom
14409.0,United Kingdom
14410.0,United Kingdom
14411.0,United Kingdom
14415.0,United Kingdom
14418.0,United Kingdom
14419.0,United Kingdom
14422.0,United Kingdom
14423.0,United Kingdom
14426.0,United Kingdom
14428.0,United Kingdom
14432.0,United Kingdom
14439.0,Greece
14440.0,United Kingdom
14441.0,United Kingdom
14442.0,Channel Islands
14443.0,United Kingdom
14446.0,United Kingdom
14447.0,United Kingdom
14449.0,United Kingdom
14450.0,United Kingdom
14451.0,United Kingdom
14456.0,United Kingdom
14457.0,United Kingdom
14459.0,United Kingdom
14461.0,United Kingdom
14462.0,United Kingdom
14465.0,United Kingdom
14466.0,United Kingdom
14467.0,United Kingdom
14470.0,United Kingdom
14472.0,United Kingdom
14480.0,United Kingdom
14482.0,United Kingdom
14484.0,United Kingdom
14485.0,United Kingdom
14487.0,United Kingdom
14493.0,United Kingdom
14496.0,United Kingdom
14498.0,United Kingdom
14499.0,United Kingdom
14502.0,United Kingdom
14503.0,United Kingdom
14504.0,United Kingdom
14505.0,United Kingdom
14506.0,United Kingdom
14507.0,United Kingdom
14508.0,United Kingdom
14514.0,United Kingdom
14515.0,United Kingdom
14524.0,United Kingdom
14525.0,United Kingdom
14527.0,United Kingdom
14529.0,United Kingdom
14530.0,United Kingdom
14532.0,United Kingdom
14533.0,United Kingdom
14534.0,United Kingdom
14535.0,United Kingdom
14538.0,United Kingdom
14541.0,United Kingdom
14543.0,United Kingdom
14544.0,United Kingdom
14546.0,United Kingdom
14547.0,United Kingdom
14549.0,United Kingdom
14552.0,United Kingdom
14553.0,United Kingdom
14554.0,United Kingdom
14555.0,United Kingdom
14560.0,United Kingdom
14561.0,United Kingdom
14562.0,United Kingdom
14565.0,United Kingdom
14566.0,Channel Islands
14567.0,United Kingdom
14570.0,United Kingdom
14572.0,United Kingdom
14573.0,United Kingdom
14577.0,United Kingdom
14583.0,United Kingdom
14584.0,United Kingdom
14585.0,United Kingdom
14586.0,United Kingdom
14587.0,United Kingdom
14589.0,United Kingdom
14591.0,United Kingdom
14592.0,United Kingdom
14593.0,United Kingdom
14594.0,United Kingdom
14595.0,United Kingdom
14597.0,United Kingdom
14600.0,United Kingdom
14601.0,United Kingdom
14606.0,United Kingdom
14607.0,United Kingdom
14618.0,United Kingdom
14619.0,United Kingdom
14620.0,United Kingdom
14621.0,United Kingdom
14623.0,United Kingdom
14625.0,United Kingdom
14626.0,United Kingdom
14628.0,United Kingdom
14629.0,United Kingdom
14639.0,United Kingdom
14640.0,United Kingdom
14644.0,United Kingdom
14646.0,Netherlands
14649.0,United Kingdom
14651.0,United Kingdom
14652.0,United Kingdom
14653.0,United Kingdom
14655.0,United Kingdom
14656.0,United Kingdom
14657.0,United Kingdom
14658.0,United Kingdom
14659.0,United Kingdom
14662.0,United Kingdom
14664.0,United Kingdom
14665.0,United Kingdom
14667.0,United Kingdom
14669.0,United Kingdom
14670.0,United Kingdom
14672.0,United Kingdom
14673.0,United Kingdom
14675.0,United Kingdom
14676.0,United Kingdom
14680.0,United Kingdom
14681.0,United Kingdom
14684.0,United Kingdom
14688.0,United Kingdom
14690.0,United Kingdom
14692.0,United Kingdom
14693.0,United Kingdom
14696.0,United Kingdom
14697.0,United Kingdom
14698.0,United Kingdom
14700.0,United Kingdom
14701.0,United Kingdom
14702.0,United Kingdom
14703.0,United Kingdom
14704.0,United Kingdom
14709.0,United Kingdom
14710.0,United Kingdom
14711.0,United Kingdom
14712.0,United Kingdom
14713.0,United Kingdom
14714.0,United Kingdom
14715.0,United Kingdom
14716.0,United Kingdom
14719.0,United Kingdom
14720.0,United Kingdom
14722.0,United Kingdom
14723.0,United Kingdom
14725.0,United Kingdom
14727.0,United Kingdom
14730.0,United Kingdom
14731.0,United Kingdom
14732.0,United Kingdom
14733.0,United Kingdom
14735.0,United Kingdom
14738.0,United Kingdom
14740.0,United Kingdom
14741.0,United Kingdom
14744.0,United Kingdom
14745.0,United Kingdom
14748.0,United Kingdom
14754.0,United Kingdom
14755.0,United Kingdom
14756.0,United Kingdom
14758.0,United Kingdom
14759.0,United Kingdom
14765.0,United Kingdom
14766.0,United Kingdom
14769.0,United Kingdom
14775.0,United Kingdom
14776.0,United Kingdom
14778.0,United Kingdom
14779.0,United Kingdom
14788.0,United Kingdom
14790.0,United Kingdom
14793.0,United Kingdom
14794.0,United Kingdom
14796.0,United Kingdom
14800.0,United Kingdom
14801.0,United Kingdom
14803.0,United Kingdom
14805.0,United Kingdom
14806.0,United Kingdom
14808.0,United Kingdom
14810.0,United Kingdom
14817.0,United Kingdom
14819.0,United Kingdom
14820.0,United Kingdom
14823.0,United Kingdom
14824.0,United Kingdom
14825.0,United Kingdom
14829.0,United Kingdom
14834.0,United Kingdom
14837.0,United Kingdom
14841.0,United Kingdom
14842.0,United Kingdom
14844.0,United Kingdom
14849.0,United Kingdom
14850.0,United Kingdom
14852.0,United Kingdom
14854.0,United Kingdom
14857.0,United Kingdom
14859.0,United Kingdom
14862.0,United Kingdom
14863.0,United Kingdom
14866.0,United Kingdom
14867.0,United Kingdom
14868.0,United Kingdom
14869.0,United Kingdom
14871.0,United Kingdom
14875.0,United Kingdom
14878.0,United Kingdom
14880.0,United Kingdom
14883.0,United Kingdom
14891.0,United Kingdom
14893.0,United Kingdom
14894.0,United Kingdom
14895.0,United Kingdom
14897.0,United Kingdom
14898.0,United Kingdom
14901.0,United Kingdom
14903.0,United Kingdom
14904.0,United Kingdom
14907.0,United Kingdom
14910.0,United Kingdom
14911.0,EIRE
14916.0,United Kingdom
14918.0,United Kingdom
14920.0,United Kingdom
14921.0,United Kingdom
14923.0,United Kingdom
14924.0,United Kingdom
14930.0,Channel Islands
14931.0,Channel Islands
14934.0,Channel Islands
14936.0,Channel Islands
14937.0,Channel Islands
14944.0,United Kingdom
14948.0,United Kingdom
14950.0,United Kingdom
14952.0,United Kingdom
14953.0,United Kingdom
14954.0,United Kingdom
14957.0,United Kingdom
14959.0,United Kingdom
14960.0,United Kingdom
14961.0,United Kingdom
14963.0,United Kingdom
14965.0,United Kingdom
14968.0,United Kingdom
14970.0,United Kingdom
14971.0,United Kingdom
14973.0,United Kingdom
14976.0,United Kingdom
14978.0,United Kingdom
14984.0,United Kingdom
14985.0,United Kingdom
14988.0,United Kingdom
14995.0,United Kingdom
14998.0,United Kingdom
15000.0,United Kingdom
15002.0,United Kingdom
15004.0,United Kingdom
15005.0,United Kingdom
15006.0,United Kingdom
15009.0,United Kingdom
15010.0,United Kingdom
15012.0,United Kingdom
15016.0,United Kingdom
15018.0,United Kingdom
15019.0,United Kingdom
15021.0,United Kingdom
15022.0,United Kingdom
15023.0,United Kingdom
15024.0,United Kingdom
15025.0,United Kingdom
15026.0,United Kingdom
15027.0,United Kingdom
15031.0,United Kingdom
15032.0,United Kingdom
15033.0,United Kingdom
15034.0,United Kingdom
15035.0,United Kingdom
15036.0,United Kingdom
15038.0,United Kingdom
15039.0,United Kingdom
15044.0,United Kingdom
15045.0,United Kingdom
15046.0,United Kingdom
15047.0,United Kingdom
15048.0,United Kingdom
15050.0,United Kingdom
15051.0,United Kingdom
15053.0,United Kingdom
15054.0,United Kingdom
